TCI,HYDRO_GP,Transect,Species,Year,medYear,time,mTCI,transectYears
7,Group 3,21,RRG,2016,2016.5,-0.5,0.15,3
8,Group 3,21,RRG,2018,2016.5,1.5,0.2,3
10,Group 3,21,RRG,2015,2016.5,-1.5,0.364,3
10,Group 3,21,RRG,2016,2016.5,-0.5,0.364,3
9,Group 3,21,RRG,2018,2016.5,1.5,0.2125,3
9,Group 3,21,RRG,2015,2016.5,-1.5,0.243,3
9,Group 3,21,RRG,2016,2016.5,-0.5,0.243,3
9,Group 3,21,RRG,2018,2016.5,1.5,0.36,3
7,Group 3,21,RRG,2015,2016.5,-1.5,0.14,3
7,Group 3,21,RRG,2016,2016.5,-0.5,0.14,3
10,Group 3,21,RRG,2018,2016.5,1.5,0.425,3
7,Group 3,21,RRG,2015,2016.5,-1.5,0.15,3
7,Group 3,21,RRG,2016,2016.5,-0.5,0.15,3
8,Group 3,21,RRG,2018,2016.5,1.5,0.1625,3
9,Group 3,21,RRG,2015,2016.5,-1.5,0.182,3
9,Group 3,21,RRG,2016,2016.5,-0.5,0.182,3
6,Group 3,21,RRG,2018,2016.5,1.5,0.0875,3
10,Group 3,21,RRG,2015,2016.5,-1.5,0.486,3
10,Group 3,21,RRG,2016,2016.5,-0.5,0.486,3
9,Group 3,21,RRG,2018,2016.5,1.5,0.45,3
10,Group 3,21,RRG,2015,2016.5,-1.5,0.486,3
10,Group 3,21,RRG,2016,2016.5,-0.5,0.486,3
11,Group 3,21,RRG,2018,2016.5,1.5,0.585,3
7,Group 3,21,RRG,2015,2016.5,-1.5,0.24,3
7,Group 3,21,RRG,2016,2016.5,-0.5,0.24,3
11,Group 3,21,RRG,2018,2016.5,1.5,0.6375,3
9,Group 3,21,RRG,2015,2016.5,-1.5,0.35,3
9,Group 3,21,RRG,2016,2016.5,-0.5,0.35,3
11,Group 3,21,RRG,2018,2016.5,1.5,0.72,3
9,Group 3,21,RRG,2015,2016.5,-1.5,0.42,3
9,Group 3,21,RRG,2016,2016.5,-0.5,0.42,3
11,Group 3,21,RRG,2018,2016.5,1.5,0.68,3
9,Group 3,21,RRG,2015,2016.5,-1.5,0.42,3
9,Group 3,21,RRG,2016,2016.5,-0.5,0.42,3
10,Group 3,21,RRG,2018,2016.5,1.5,0.6,3
8,Group 3,21,RRG,2015,2016.5,-1.5,0.21,3
8,Group 3,21,RRG,2016,2016.5,-0.5,0.21,3
11,Group 3,21,RRG,2018,2016.5,1.5,0.675,3
7,Group 2,10,BB,2016,2016.5,-0.5,0.24,3
11,Group 2,10,BB,2018,2016.5,1.5,0.585,3
2,Group 2,10,BB,2015,2016.5,-1.5,0.01,3
2,Group 2,10,BB,2016,2016.5,-0.5,0.01,3
0,Group 2,10,BB,2018,2016.5,1.5,0,3
7,Group 2,10,BB,2015,2016.5,-1.5,0.2,3
7,Group 2,10,BB,2016,2016.5,-0.5,0.2,3
10,Group 2,10,BB,2018,2016.5,1.5,0.52,3
9,Group 2,10,BB,2015,2016.5,-1.5,0.42,3
9,Group 2,10,BB,2016,2016.5,-0.5,0.42,3
10,Group 2,10,BB,2018,2016.5,1.5,0.6,3
6,Group 2,10,BB,2015,2016.5,-1.5,0.1,3
6,Group 2,10,BB,2016,2016.5,-0.5,0.1,3
10,Group 2,10,BB,2018,2016.5,1.5,0.5625,3
7,Group 2,10,BB,2015,2016.5,-1.5,0.24,3
7,Group 2,10,BB,2016,2016.5,-0.5,0.24,3
10,Group 2,10,BB,2018,2016.5,1.5,0.6,3
9,Group 2,10,BB,2015,2016.5,-1.5,0.45,3
9,Group 2,10,BB,2016,2016.5,-0.5,0.45,3
10,Group 2,10,BB,2018,2016.5,1.5,0.64,3
7,Group 2,10,BB,2015,2016.5,-1.5,0.22,3
7,Group 2,10,BB,2016,2016.5,-0.5,0.22,3
9,Group 1,22,BB,2015,2016.5,-1.5,0.375,3
9,Group 1,22,BB,2016,2016.5,-0.5,0.375,3
11,Group 1,22,BB,2018,2016.5,1.5,0.68,3
9,Group 1,22,BB,2015,2016.5,-1.5,0.375,3
9,Group 1,22,BB,2016,2016.5,-0.5,0.375,3
11,Group 1,22,BB,2018,2016.5,1.5,0.6375,3
7,Group 1,22,BB,2015,2016.5,-1.5,0.2,3
7,Group 1,22,BB,2016,2016.5,-0.5,0.2,3
11,Group 1,22,BB,2018,2016.5,1.5,0.68,3
8,Group 1,22,BB,2015,2016.5,-1.5,0.28,3
8,Group 1,22,BB,2016,2016.5,-0.5,0.28,3
10,Group 1,22,BB,2018,2016.5,1.5,0.6,3
12,Group 1,22,BB,2015,2016.5,-1.5,0.6825,3
12,Group 1,22,BB,2016,2016.5,-0.5,0.6825,3
12,Group 1,22,BB,2018,2016.5,1.5,0.76,3
12,Group 1,22,BB,2015,2016.5,-1.5,0.6825,3
12,Group 1,22,BB,2016,2016.5,-0.5,0.6825,3
12,Group 1,22,BB,2018,2016.5,1.5,0.76,3
8,Group 1,22,BB,2015,2016.5,-1.5,0.36,3
8,Group 1,22,BB,2016,2016.5,-0.5,0.36,3
10,Group 1,22,BB,2018,2016.5,1.5,0.64,3
7,Group 1,22,BB,2015,2016.5,-1.5,0.24,3
10,Group 1,5,BB,2015,2016.5,-1.5,0.486,3
8,Group 1,5,BB,2015,2016.5,-1.5,0.225,3
8,Group 1,5,BB,2016,2016.5,-0.5,0.225,3
11,Group 1,5,BB,2018,2016.5,1.5,0.72,3
9,Group 1,5,BB,2015,2016.5,-1.5,0.243,3
9,Group 1,5,BB,2016,2016.5,-0.5,0.243,3
12,Group 1,5,BB,2018,2016.5,1.5,0.765,3
9,Group 1,5,BB,2015,2016.5,-1.5,0.45,3
9,Group 1,5,BB,2016,2016.5,-0.5,0.45,3
12,Group 1,5,BB,2018,2016.5,1.5,0.7225,3
10,Group 1,5,BB,2015,2016.5,-1.5,0.486,3
10,Group 1,5,BB,2016,2016.5,-0.5,0.486,3
11,Group 1,5,BB,2018,2016.5,1.5,0.72,3
9,Group 1,5,BB,2015,2016.5,-1.5,0.42,3
9,Group 1,5,BB,2016,2016.5,-0.5,0.42,3
11,Group 1,5,BB,2018,2016.5,1.5,0.68,3
9,Group 1,5,BB,2015,2016.5,-1.5,0.42,3
9,Group 1,5,BB,2016,2016.5,-0.5,0.42,3
12,Group 1,5,BB,2018,2016.5,1.5,0.7225,3
7,Group 1,5,BB,2015,2016.5,-1.5,0.18,3
7,Group 1,5,BB,2016,2016.5,-0.5,0.18,3
10,Group 1,5,BB,2018,2016.5,1.5,0.5625,3
10,Group 1,5,BB,2015,2016.5,-1.5,0.405,3
10,Group 1,5,BB,2016,2016.5,-0.5,0.405,3
10,Group 1,5,BB,2018,2016.5,1.5,0.525,3
8,Group 1,5,BB,2015,2016.5,-1.5,0.21,3
8,Group 1,5,BB,2016,2016.5,-0.5,0.21,3
11,Group 1,5,BB,2018,2016.5,1.5,0.6375,3
8,Group 1,5,BB,2015,2016.5,-1.5,0.25,3
8,Group 1,5,BB,2016,2016.5,-0.5,0.25,3
9,Group 1,5,BB,2018,2016.5,1.5,0.4125,3
7,Group 1,5,BB,2015,2016.5,-1.5,0.18,3
7,Group 1,5,BB,2016,2016.5,-0.5,0.18,3
10,Group 2,10,BB,2018,2016.5,1.5,0.64,3
8,Group 2,10,BB,2015,2016.5,-1.5,0.28,3
8,Group 2,10,BB,2016,2016.5,-0.5,0.28,3
10,Group 2,10,BB,2018,2016.5,1.5,0.6,3
6,Group 2,10,BB,2015,2016.5,-1.5,0.12,3
6,Group 2,10,BB,2016,2016.5,-0.5,0.12,3
10,Group 2,10,BB,2018,2016.5,1.5,0.56,3
7,Group 2,10,BB,2015,2016.5,-1.5,0.24,3
7,Group 2,10,BB,2016,2016.5,-0.5,0.24,3
11,Group 2,10,BB,2018,2016.5,1.5,0.6375,3
7,Group 2,10,BB,2015,2016.5,-1.5,0.24,3
7,Group 2,10,BB,2016,2016.5,-0.5,0.24,3
9,Group 2,10,BB,2018,2016.5,1.5,0.48,3
6,Group 2,10,BB,2015,2016.5,-1.5,0.16,3
6,Group 2,10,BB,2016,2016.5,-0.5,0.16,3
11,Group 2,10,BB,2018,2016.5,1.5,0.6375,3
4,Group 2,10,BB,2015,2016.5,-1.5,0.04,3
4,Group 2,10,BB,2016,2016.5,-0.5,0.04,3
8,Group 2,10,BB,2018,2016.5,1.5,0.3,3
8,Group 2,10,BB,2015,2016.5,-1.5,0.3,3
8,Group 2,10,BB,2016,2016.5,-0.5,0.3,3
11,Group 2,10,BB,2018,2016.5,1.5,0.6375,3
5,Group 2,10,BB,2015,2016.5,-1.5,0.08,3
5,Group 2,10,BB,2016,2016.5,-0.5,0.08,3
10,Group 2,10,BB,2018,2016.5,1.5,0.525,3
6,Group 2,10,BB,2015,2016.5,-1.5,0.16,3
6,Group 2,10,BB,2016,2016.5,-0.5,0.16,3
10,Group 2,10,BB,2018,2016.5,1.5,0.64,3
7,Group 2,10,BB,2015,2016.5,-1.5,0.24,3
7,Group 2,10,BB,2016,2016.5,-0.5,0.24,3
11,Group 2,10,BB,2018,2016.5,1.5,0.6375,3
6,Group 2,10,BB,2015,2016.5,-1.5,0.1,3
6,Group 2,10,BB,2016,2016.5,-0.5,0.1,3
10,Group 2,10,BB,2018,2016.5,1.5,0.6,3
8,Group 2,10,BB,2015,2016.5,-1.5,0.33,3
8,Group 2,10,BB,2016,2016.5,-0.5,0.33,3
10,Group 2,10,BB,2018,2016.5,1.5,0.6,3
8,Group 2,10,BB,2015,2016.5,-1.5,0.33,3
8,Group 2,10,BB,2016,2016.5,-0.5,0.33,3
11,Group 2,10,BB,2018,2016.5,1.5,0.68,3
7,Group 2,10,BB,2015,2016.5,-1.5,0.22,3
7,Group 2,10,BB,2016,2016.5,-0.5,0.22,3
11,Group 2,10,BB,2018,2016.5,1.5,0.6375,3
8,Group 2,10,BB,2015,2016.5,-1.5,0.25,3
8,Group 2,10,BB,2016,2016.5,-0.5,0.25,3
10,Group 2,10,BB,2018,2016.5,1.5,0.6,3
6,Group 2,10,BB,2015,2016.5,-1.5,0.16,3
6,Group 2,10,BB,2016,2016.5,-0.5,0.16,3
10,Group 2,10,BB,2018,2016.5,1.5,0.6,3
7,Group 5,20,RRG,2015,2016.5,-1.5,0.14,3
7,Group 5,20,RRG,2016,2016.5,-0.5,0.14,3
10,Group 5,20,RRG,2018,2016.5,1.5,0.6,3
7,Group 5,20,RRG,2015,2016.5,-1.5,0.14,3
7,Group 5,20,RRG,2016,2016.5,-0.5,0.14,3
11,Group 5,20,RRG,2018,2016.5,1.5,0.6375,3
9,Group 5,20,RRG,2015,2016.5,-1.5,0.375,3
9,Group 5,20,RRG,2016,2016.5,-0.5,0.375,3
11,Group 5,20,RRG,2018,2016.5,1.5,0.6375,3
8,Group 5,20,RRG,2015,2016.5,-1.5,0.21,3
8,Group 5,20,RRG,2016,2016.5,-0.5,0.21,3
11,Group 5,20,RRG,2018,2016.5,1.5,0.68,3
7,Group 5,20,RRG,2015,2016.5,-1.5,0.14,3
7,Group 5,20,RRG,2016,2016.5,-0.5,0.14,3
11,Group 5,20,RRG,2018,2016.5,1.5,0.68,3
10,Group 5,20,RRG,2015,2016.5,-1.5,0.486,3
10,Group 5,20,RRG,2016,2016.5,-0.5,0.486,3
12,Group 5,20,RRG,2018,2016.5,1.5,0.7225,3
9,Group 5,20,RRG,2015,2016.5,-1.5,0.324,3
9,Group 5,20,RRG,2016,2016.5,-0.5,0.324,3
11,Group 5,20,RRG,2018,2016.5,1.5,0.72,3
7,Group 5,20,RRG,2015,2016.5,-1.5,0.2,3
7,Group 5,20,RRG,2016,2016.5,-0.5,0.2,3
10,Group 5,20,RRG,2018,2016.5,1.5,0.64,3
8,Group 5,20,RRG,2015,2016.5,-1.5,0.28,3
8,Group 5,20,RRG,2016,2016.5,-0.5,0.28,3
11,Group 5,20,RRG,2018,2016.5,1.5,0.6375,3
7,Group 5,20,RRG,2015,2016.5,-1.5,0.14,3
7,Group 5,20,RRG,2016,2016.5,-0.5,0.14,3
11,Group 5,20,RRG,2018,2016.5,1.5,0.6375,3
3,Group 5,20,RRG,2015,2016.5,-1.5,0.02,3
3,Group 5,20,RRG,2016,2016.5,-0.5,0.02,3
9,Group 5,20,RRG,2018,2016.5,1.5,0.375,3
11,Group 5,20,RRG,2018,2016.5,1.5,0.72,3
7,Group 5,20,RRG,2015,2016.5,-1.5,0.14,3
7,Group 5,20,RRG,2016,2016.5,-0.5,0.14,3
8,Group 5,20,RRG,2015,2016.5,-1.5,0.162,3
8,Group 5,20,RRG,2016,2016.5,-0.5,0.162,3
11,Group 5,20,RRG,2018,2016.5,1.5,0.72,3
6,Group 5,20,RRG,2015,2016.5,-1.5,0.12,3
6,Group 5,20,RRG,2016,2016.5,-0.5,0.12,3
10,Group 5,20,RRG,2018,2016.5,1.5,0.5625,3
6,Group 5,20,RRG,2015,2016.5,-1.5,0.11,3
6,Group 5,20,RRG,2016,2016.5,-0.5,0.11,3
11,Group 5,20,RRG,2018,2016.5,1.5,0.72,3
6,Group 5,20,RRG,2015,2016.5,-1.5,0.1,3
6,Group 5,20,RRG,2016,2016.5,-0.5,0.1,3
10,Group 5,20,RRG,2018,2016.5,1.5,0.6,3
7,Group 5,20,RRG,2015,2016.5,-1.5,0.14,3
7,Group 5,20,RRG,2016,2016.5,-0.5,0.14,3
11,Group 5,20,RRG,2018,2016.5,1.5,0.6375,3
9,Group 5,20,RRG,2015,2016.5,-1.5,0.375,3
9,Group 5,20,RRG,2016,2016.5,-0.5,0.375,3
11,Group 5,20,RRG,2018,2016.5,1.5,0.72,3
7,Group 5,20,RRG,2015,2016.5,-1.5,0.164,3
7,Group 5,20,RRG,2016,2016.5,-0.5,0.164,3
9,Group 5,20,RRG,2018,2016.5,1.5,0.45,3
5,Group 5,20,RRG,2015,2016.5,-1.5,0.08,3
5,Group 5,20,RRG,2016,2016.5,-0.5,0.08,3
9,Group 5,20,RRG,2018,2016.5,1.5,0.48,3
2,Group 5,20,RRG,2015,2016.5,-1.5,0.01,3
2,Group 5,20,RRG,2016,2016.5,-0.5,0.01,3
11,Group 5,20,RRG,2018,2016.5,1.5,0.6375,3
6,Group 5,20,RRG,2015,2016.5,-1.5,0.16,3
6,Group 5,20,RRG,2016,2016.5,-0.5,0.16,3
8,Group 5,20,RRG,2018,2016.5,1.5,0.1875,3
8,Group 5,20,RRG,2015,2016.5,-1.5,0.3,3
8,Group 5,20,RRG,2016,2016.5,-0.5,0.3,3
11,Group 5,20,RRG,2018,2016.5,1.5,0.68,3
12,Group 5,20,RRG,2015,2016.5,-1.5,0.6561,3
12,Group 5,20,RRG,2016,2016.5,-0.5,0.6561,3
13,Group 5,20,RRG,2018,2016.5,1.5,0.8075,3
11,Group 5,20,RRG,2015,2016.5,-1.5,0.567,3
11,Group 5,20,RRG,2016,2016.5,-0.5,0.567,3
13,Group 5,20,RRG,2018,2016.5,1.5,0.8075,3
7,Group 5,20,RRG,2015,2016.5,-1.5,0.14,3
7,Group 5,20,RRG,2016,2016.5,-0.5,0.14,3
11,Group 5,20,RRG,2018,2016.5,1.5,0.595,3
6,Group 5,20,RRG,2015,2016.5,-1.5,0.12,3
6,Group 5,20,RRG,2016,2016.5,-0.5,0.12,3
11,Group 5,20,RRG,2018,2016.5,1.5,0.72,3
7,Group 5,20,RRG,2015,2016.5,-1.5,0.14,3
7,Group 5,20,RRG,2016,2016.5,-0.5,0.14,3
12,Group 5,20,RRG,2018,2016.5,1.5,0.76,3
9,Group 5,20,RRG,2015,2016.5,-1.5,0.243,3
9,Group 5,20,RRG,2016,2016.5,-0.5,0.243,3
12,Group 5,20,RRG,2018,2016.5,1.5,0.81,3
7,Group 5,20,RRG,2015,2016.5,-1.5,0.2,3
7,Group 5,20,RRG,2016,2016.5,-0.5,0.2,3
11,Group 5,20,RRG,2018,2016.5,1.5,0.72,3
9,Group 3,12,RRG,2015,2016.5,-1.5,0.45,3
9,Group 3,12,RRG,2016,2016.5,-0.5,0.45,3
11,Group 3,12,RRG,2018,2016.5,1.5,0.6375,3
10,Group 3,12,RRG,2015,2016.5,-1.5,0.49,3
10,Group 3,12,RRG,2016,2016.5,-0.5,0.49,3
10,Group 3,12,RRG,2018,2016.5,1.5,0.6,3
12,Group 3,12,RRG,2015,2016.5,-1.5,0.6561,3
12,Group 3,12,RRG,2016,2016.5,-0.5,0.6561,3
11,Group 3,12,RRG,2018,2016.5,1.5,0.72,3
6,Group 3,12,RRG,2015,2016.5,-1.5,0.12,3
6,Group 3,12,RRG,2016,2016.5,-0.5,0.12,3
11,Group 3,12,RRG,2018,2016.5,1.5,0.595,3
8,Group 3,12,RRG,2015,2016.5,-1.5,0.21,3
8,Group 3,12,RRG,2016,2016.5,-0.5,0.21,3
11,Group 3,12,RRG,2018,2016.5,1.5,0.68,3
11,Group 3,12,RRG,2015,2016.5,-1.5,0.6075,3
11,Group 3,12,RRG,2016,2016.5,-0.5,0.6075,3
11,Group 3,12,RRG,2018,2016.5,1.5,0.68,3
13,Group 3,12,RRG,2015,2016.5,-1.5,0.7371,3
13,Group 3,12,RRG,2016,2016.5,-0.5,0.7371,3
11,Group 3,12,RRG,2018,2016.5,1.5,0.68,3
10,Group 3,12,RRG,2015,2016.5,-1.5,0.486,3
10,Group 3,12,RRG,2016,2016.5,-0.5,0.486,3
10,Group 3,12,RRG,2018,2016.5,1.5,0.6,3
11,Group 3,12,RRG,2015,2016.5,-1.5,0.567,3
11,Group 3,12,RRG,2016,2016.5,-0.5,0.567,3
11,Group 3,12,RRG,2018,2016.5,1.5,0.68,3
7,Group 3,12,RRG,2015,2016.5,-1.5,0.2,3
7,Group 3,12,RRG,2016,2016.5,-0.5,0.2,3
10,Group 3,12,RRG,2018,2016.5,1.5,0.49,3
10,Group 3,12,RRG,2015,2016.5,-1.5,0.405,3
10,Group 3,12,RRG,2016,2016.5,-0.5,0.405,3
13,Group 3,12,RRG,2018,2016.5,1.5,0.8075,3
10,Group 3,12,RRG,2015,2016.5,-1.5,0.405,3
10,Group 3,12,RRG,2016,2016.5,-0.5,0.405,3
11,Group 3,12,RRG,2018,2016.5,1.5,0.63,3
9,Group 3,12,RRG,2015,2016.5,-1.5,0.45,3
9,Group 3,12,RRG,2016,2016.5,-0.5,0.45,3
11,Group 3,12,RRG,2018,2016.5,1.5,0.72,3
9,Group 3,12,RRG,2015,2016.5,-1.5,0.182,3
9,Group 3,12,RRG,2016,2016.5,-0.5,0.182,3
12,Group 3,12,RRG,2018,2016.5,1.5,0.7125,3
8,Group 3,12,RRG,2015,2016.5,-1.5,0.28,3
8,Group 3,12,RRG,2016,2016.5,-0.5,0.28,3
11,Group 3,12,RRG,2018,2016.5,1.5,0.595,3
6,Group 3,12,RRG,2015,2016.5,-1.5,0.16,3
6,Group 3,12,RRG,2016,2016.5,-0.5,0.16,3
10,Group 3,12,RRG,2018,2016.5,1.5,0.49,3
11,Group 3,12,RRG,2015,2016.5,-1.5,0.6075,3
11,Group 3,12,RRG,2016,2016.5,-0.5,0.6075,3
12,Group 3,12,RRG,2018,2016.5,1.5,0.765,3
10,Group 3,12,RRG,2015,2016.5,-1.5,0.525,3
10,Group 3,12,RRG,2016,2016.5,-0.5,0.525,3
12,Group 3,12,RRG,2018,2016.5,1.5,0.765,3
9,Group 3,12,RRG,2015,2016.5,-1.5,0.42,3
9,Group 3,12,RRG,2016,2016.5,-0.5,0.42,3
10,Group 3,12,RRG,2018,2016.5,1.5,0.525,3
11,Group 3,12,RRG,2015,2016.5,-1.5,0.567,3
11,Group 3,12,RRG,2016,2016.5,-0.5,0.567,3
10,Group 3,12,RRG,2018,2016.5,1.5,0.56,3
11,Group 3,12,RRG,2015,2016.5,-1.5,0.567,3
11,Group 3,12,RRG,2016,2016.5,-0.5,0.567,3
11,Group 3,12,RRG,2018,2016.5,1.5,0.72,3
9,Group 3,12,RRG,2015,2016.5,-1.5,0.35,3
9,Group 3,12,RRG,2016,2016.5,-0.5,0.35,3
11,Group 3,12,RRG,2018,2016.5,1.5,0.595,3
8,Group 3,12,RRG,2015,2016.5,-1.5,0.36,3
8,Group 3,12,RRG,2016,2016.5,-0.5,0.36,3
10,Group 3,12,RRG,2018,2016.5,1.5,0.6,3
11,Group 3,12,RRG,2015,2016.5,-1.5,0.6075,3
11,Group 3,12,RRG,2016,2016.5,-0.5,0.6075,3
10,Group 3,12,RRG,2018,2016.5,1.5,0.64,3
8,Group 3,12,RRG,2015,2016.5,-1.5,0.3,3
8,Group 3,12,RRG,2016,2016.5,-0.5,0.3,3
10,Group 3,12,RRG,2018,2016.5,1.5,0.5625,3
11,Group 3,12,RRG,2015,2016.5,-1.5,0.6,3
11,Group 3,12,RRG,2016,2016.5,-0.5,0.6,3
12,Group 3,12,RRG,2018,2016.5,1.5,0.7125,3
11,Group 3,12,RRG,2015,2016.5,-1.5,0.6,3
11,Group 3,12,RRG,2016,2016.5,-0.5,0.6,3
12,Group 3,12,RRG,2018,2016.5,1.5,0.7125,3
11,Group 3,12,RRG,2015,2016.5,-1.5,0.6,3
11,Group 3,12,RRG,2016,2016.5,-0.5,0.6,3
12,Group 3,12,RRG,2018,2016.5,1.5,0.7125,3
11,Group 3,12,RRG,2015,2016.5,-1.5,0.6,3
11,Group 3,12,RRG,2016,2016.5,-0.5,0.6,3
12,Group 3,12,RRG,2018,2016.5,1.5,0.665,3
11,Group 3,12,RRG,2015,2016.5,-1.5,0.6,3
11,Group 3,12,RRG,2016,2016.5,-0.5,0.6,3
12,Group 3,12,RRG,2018,2016.5,1.5,0.7125,3
4,Group 1,11,BB,2015,2016.5,-1.5,0.04,3
4,Group 1,11,BB,2016,2016.5,-0.5,0.04,3
8,Group 1,11,BB,2018,2016.5,1.5,0.28,3
6,Group 1,11,BB,2015,2016.5,-1.5,0.1,3
6,Group 1,11,BB,2016,2016.5,-0.5,0.1,3
11,Group 1,11,BB,2018,2016.5,1.5,0.6375,3
6,Group 1,11,BB,2015,2016.5,-1.5,0.16,3
6,Group 1,11,BB,2016,2016.5,-0.5,0.16,3
11,Group 1,11,BB,2018,2016.5,1.5,0.675,3
6,Group 1,11,BB,2015,2016.5,-1.5,0.16,3
6,Group 1,11,BB,2016,2016.5,-0.5,0.16,3
8,Group 1,11,BB,2018,2016.5,1.5,0.3,3
4,Group 1,11,BB,2015,2016.5,-1.5,0.03,3
4,Group 1,11,BB,2016,2016.5,-0.5,0.03,3
10,Group 1,11,BB,2018,2016.5,1.5,0.64,3
5,Group 1,11,BB,2015,2016.5,-1.5,0.08,3
5,Group 1,11,BB,2016,2016.5,-0.5,0.08,3
10,Group 1,11,BB,2018,2016.5,1.5,0.525,3
3,Group 1,11,BB,2015,2016.5,-1.5,0.02,3
3,Group 1,11,BB,2016,2016.5,-0.5,0.02,3
10,Group 1,11,BB,2018,2016.5,1.5,0.4875,3
7,Group 1,11,BB,2015,2016.5,-1.5,0.18,3
7,Group 1,11,BB,2016,2016.5,-0.5,0.18,3
11,Group 1,11,BB,2018,2016.5,1.5,0.68,3
5,Group 1,11,BB,2015,2016.5,-1.5,0.06,3
5,Group 1,11,BB,2016,2016.5,-0.5,0.06,3
11,Group 1,11,BB,2018,2016.5,1.5,0.68,3
12,Group 1,11,BB,2018,2016.5,1.5,0.76,3
10,Group 1,11,BB,2015,2016.5,-1.5,0.486,3
10,Group 1,11,BB,2016,2016.5,-0.5,0.486,3
4,Group 1,11,BB,2015,2016.5,-1.5,0.03,3
4,Group 1,11,BB,2016,2016.5,-0.5,0.03,3
9,Group 1,11,BB,2018,2016.5,1.5,0.375,3
3,Group 1,11,BB,2015,2016.5,-1.5,0.02,3
3,Group 1,11,BB,2016,2016.5,-0.5,0.02,3
8,Group 1,11,BB,2018,2016.5,1.5,0.2625,3
4,Group 1,11,BB,2015,2016.5,-1.5,0.04,3
4,Group 1,11,BB,2016,2016.5,-0.5,0.04,3
11,Group 1,11,BB,2018,2016.5,1.5,0.68,3
3,Group 1,11,BB,2015,2016.5,-1.5,0.02,3
3,Group 1,11,BB,2016,2016.5,-0.5,0.02,3
10,Group 1,11,BB,2018,2016.5,1.5,0.6,3
4,Group 1,11,BB,2015,2016.5,-1.5,0.04,3
4,Group 1,11,BB,2016,2016.5,-0.5,0.04,3
11,Group 1,11,BB,2018,2016.5,1.5,0.595,3
4,Group 1,11,BB,2015,2016.5,-1.5,0.04,3
4,Group 1,11,BB,2016,2016.5,-0.5,0.04,3
11,Group 1,11,BB,2018,2016.5,1.5,0.595,3
3,Group 1,11,BB,2015,2016.5,-1.5,0.015,3
3,Group 1,11,BB,2016,2016.5,-0.5,0.015,3
10,Group 1,11,BB,2018,2016.5,1.5,0.4875,3
11,Group 1,11,BB,2015,2016.5,-1.5,0.546,3
11,Group 1,11,BB,2016,2016.5,-0.5,0.546,3
8,Group 1,11,BB,2018,2016.5,1.5,0.32,3
7,Group 1,11,BB,2015,2016.5,-1.5,0.2,3
7,Group 1,11,BB,2016,2016.5,-0.5,0.2,3
12,Group 1,11,BB,2018,2016.5,1.5,0.76,3
8,Group 1,11,BB,2015,2016.5,-1.5,0.21,3
8,Group 1,11,BB,2016,2016.5,-0.5,0.21,3
10,Group 1,11,BB,2018,2016.5,1.5,0.5625,3
6,Group 1,11,BB,2016,2016.5,-0.5,0.1,3
11,Group 1,11,BB,2018,2016.5,1.5,0.68,3
6,Group 1,11,BB,2015,2016.5,-1.5,0.1,3
5,Group 1,11,BB,2015,2016.5,-1.5,0.08,3
5,Group 1,11,BB,2016,2016.5,-0.5,0.08,3
11,Group 1,11,BB,2018,2016.5,1.5,0.68,3
5,Group 1,11,BB,2015,2016.5,-1.5,0.05,3
5,Group 1,11,BB,2016,2016.5,-0.5,0.05,3
10,Group 1,11,BB,2018,2016.5,1.5,0.6,3
5,Group 1,11,BB,2015,2016.5,-1.5,0.08,3
5,Group 1,11,BB,2016,2016.5,-0.5,0.08,3
10,Group 1,11,BB,2018,2016.5,1.5,0.5625,3
7,Group 1,11,BB,2015,2016.5,-1.5,0.14,3
7,Group 1,11,BB,2016,2016.5,-0.5,0.14,3
10,Group 1,11,BB,2018,2016.5,1.5,0.6,3
2,Group 1,11,BB,2015,2016.5,-1.5,0.01,3
2,Group 1,11,BB,2016,2016.5,-0.5,0.01,3
8,Group 1,11,BB,2018,2016.5,1.5,0.1875,3
6,Group 1,11,BB,2015,2016.5,-1.5,0.12,3
6,Group 1,11,BB,2016,2016.5,-0.5,0.12,3
10,Group 1,11,BB,2018,2016.5,1.5,0.6,3
2,Group 1,11,BB,2015,2016.5,-1.5,0.003,3
2,Group 1,11,BB,2016,2016.5,-0.5,0.003,3
0,Group 1,11,BB,2018,2016.5,1.5,0,3
6,Group 1,11,BB,2015,2016.5,-1.5,0.1,3
6,Group 1,11,BB,2016,2016.5,-0.5,0.1,3
10,Group 1,11,BB,2018,2016.5,1.5,0.5625,3
5,Group 1,11,BB,2015,2016.5,-1.5,0.05,3
5,Group 1,11,BB,2016,2016.5,-0.5,0.05,3
10,Group 1,11,BB,2018,2016.5,1.5,0.64,3
8,Group 3,9,Cooba,2015,2016.5,-1.5,0.28,3
8,Group 3,9,Cooba,2016,2016.5,-0.5,0.28,3
9,Group 3,9,Cooba,2018,2016.5,1.5,0.39,3
9,Group 3,9,Cooba,2015,2016.5,-1.5,0.35,3
9,Group 3,9,Cooba,2016,2016.5,-0.5,0.35,3
10,Group 3,9,Cooba,2018,2016.5,1.5,0.495,3
7,Group 3,9,Cooba,2015,2016.5,-1.5,0.2,3
7,Group 3,9,Cooba,2016,2016.5,-0.5,0.2,3
10,Group 3,9,Cooba,2018,2016.5,1.5,0.4675,3
0,Group 3,9,Cooba,2018,2016.5,1.5,0,3
0,Group 3,9,Cooba,2018,2016.5,1.5,0,3
