mTCI,HYDRO_GP,Transect,SPECIES,Year,medYear,time,TCI
0.6375,Group 2,10,Eucalyptus largiflorens,2018,2018,0,11
0.08,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,5
0.08,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,5
0.525,Group 2,10,Eucalyptus largiflorens,2018,2018,0,10
0.16,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,6
0.16,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,6
0.64,Group 2,10,Eucalyptus largiflorens,2018,2018,0,10
0.24,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,7
0.24,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,7
0.6375,Group 2,10,Eucalyptus largiflorens,2018,2018,0,11
0.1,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,6
0.1,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,6
0.6,Group 2,10,Eucalyptus largiflorens,2018,2018,0,10
0.33,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,8
0.33,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,8
0.6,Group 2,10,Eucalyptus largiflorens,2018,2018,0,10
0.33,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,8
0.33,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,8
0.68,Group 2,10,Eucalyptus largiflorens,2018,2018,0,11
0.22,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,7
0.22,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,7
0.6375,Group 2,10,Eucalyptus largiflorens,2018,2018,0,11
0.25,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,8
0.25,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,8
0.6,Group 2,10,Eucalyptus largiflorens,2018,2018,0,10
0.16,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,6
0.16,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,6
0.6,Group 2,10,Eucalyptus largiflorens,2018,2018,0,10
0.14,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.14,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0.6,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.14,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.14,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0.6375,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.375,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,9
0.375,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,9
0.6375,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.21,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,8
0.21,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,8
0.68,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.14,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.14,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0.68,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.486,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,10
0.486,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,10
0.7225,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.324,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,9
0.324,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,9
0.72,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.2,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.2,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0.64,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.28,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,8
0.28,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,8
0.6375,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.14,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.14,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0.6375,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.02,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,3
0.02,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,3
0.375,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,9
0.72,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.14,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.14,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0.162,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,8
0.162,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,8
0.72,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.12,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,6
0.12,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,6
0.5625,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.11,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,6
0.11,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,6
0.72,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.1,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,6
0.1,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,6
0.6,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.14,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.14,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0.6375,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.375,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,9
0.375,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,9
0.72,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.164,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.164,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0.45,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,9
0.08,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,5
0.08,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,5
0.48,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,9
0.01,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,2
0.01,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,2
0.6375,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.16,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,6
0.16,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,6
0.1875,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,8
0.3,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,8
0.3,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,8
0.68,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.6561,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,12
0.6561,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,12
0.8075,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,13
0.567,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,11
0.567,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,11
0.8075,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,13
0.14,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.14,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0.595,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.12,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,6
0.12,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,6
0.72,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.14,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.14,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0.76,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.243,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,9
0.243,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,9
0.81,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.2,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.2,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0.72,Group 5,20,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.45,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,9
0.45,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,9
0.6375,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.49,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,10
0.49,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,10
0.6,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.6561,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,12
0.6561,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,12
0.72,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.12,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,6
0.12,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,6
0.595,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.21,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,8
0.21,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,8
0.68,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.6075,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,11
0.6075,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,11
0.68,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.7371,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,13
0.7371,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,13
0.68,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.486,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,10
0.486,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,10
0.6,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.567,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,11
0.567,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,11
0.68,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.2,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.2,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0.49,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.405,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,10
0.405,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,10
0.8075,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,13
0.405,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,10
0.405,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,10
0.63,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.45,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,9
0.45,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,9
0.72,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.182,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,9
0.182,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,9
0.7125,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.28,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,8
0.28,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,8
0.595,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.16,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,6
0.16,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,6
0.49,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.6075,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,11
0.6075,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,11
0.765,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.525,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,10
0.525,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,10
0.765,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.42,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,9
0.42,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,9
0.525,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.567,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,11
0.567,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,11
0.56,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.567,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,11
0.567,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,11
0.72,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.35,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,9
0.35,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,9
0.595,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.36,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,8
0.36,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,8
0.6,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.6075,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,11
0.6075,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,11
0.64,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.3,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,8
0.3,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,8
0.5625,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.6,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,11
0.6,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,11
0.7125,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.6,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,11
0.6,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,11
0.7125,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.6,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,11
0.6,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,11
0.7125,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.6,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,11
0.6,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,11
0.665,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.6,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,11
0.6,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,11
0.7125,Group 3,12,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.04,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,4
0.04,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,4
0.28,Group 1,11,Eucalyptus largiflorens,2018,2018,0,8
0.1,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,6
0.1,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,6
0.6375,Group 1,11,Eucalyptus largiflorens,2018,2018,0,11
0.16,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,6
0.16,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,6
0.675,Group 1,11,Eucalyptus largiflorens,2018,2018,0,11
0.16,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,6
0.16,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,6
0.3,Group 1,11,Eucalyptus largiflorens,2018,2018,0,8
0.03,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,4
0.03,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,4
0.64,Group 1,11,Eucalyptus largiflorens,2018,2018,0,10
0.08,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,5
0.08,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,5
0.525,Group 1,11,Eucalyptus largiflorens,2018,2018,0,10
0.02,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,3
0.02,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,3
0.4875,Group 1,11,Eucalyptus largiflorens,2018,2018,0,10
0.18,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,7
0.18,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,7
0.68,Group 1,11,Eucalyptus largiflorens,2018,2018,0,11
0.06,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,5
0.06,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,5
0.68,Group 1,11,Eucalyptus largiflorens,2018,2018,0,11
0.76,Group 1,11,Eucalyptus largiflorens,2018,2018,0,12
0.486,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,10
0.486,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,10
0.03,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,4
0.03,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,4
0.375,Group 1,11,Eucalyptus largiflorens,2018,2018,0,9
0.02,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,3
0.02,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,3
0.2625,Group 1,11,Eucalyptus largiflorens,2018,2018,0,8
0.04,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,4
0.04,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,4
0.68,Group 1,11,Eucalyptus largiflorens,2018,2018,0,11
0.02,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,3
0.02,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,3
0.6,Group 1,11,Eucalyptus largiflorens,2018,2018,0,10
0.04,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,4
0.04,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,4
0.595,Group 1,11,Eucalyptus largiflorens,2018,2018,0,11
0.04,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,4
0.04,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,4
0.595,Group 1,11,Eucalyptus largiflorens,2018,2018,0,11
0.015,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,3
0.015,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,3
0.4875,Group 1,11,Eucalyptus largiflorens,2018,2018,0,10
0.546,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,11
0.546,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,11
0.32,Group 1,11,Eucalyptus largiflorens,2018,2018,0,8
0.2,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,7
0.2,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,7
0.76,Group 1,11,Eucalyptus largiflorens,2018,2018,0,12
0.21,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,8
0.21,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,8
0.5625,Group 1,11,Eucalyptus largiflorens,2018,2018,0,10
0.1,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,6
0.68,Group 1,11,Eucalyptus largiflorens,2018,2018,0,11
0.1,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,6
0.08,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,5
0.08,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,5
0.68,Group 1,11,Eucalyptus largiflorens,2018,2018,0,11
0.05,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,5
0.05,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,5
0.6,Group 1,11,Eucalyptus largiflorens,2018,2018,0,10
0.08,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,5
0.08,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,5
0.5625,Group 1,11,Eucalyptus largiflorens,2018,2018,0,10
0.14,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,7
0.14,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,7
0.6,Group 1,11,Eucalyptus largiflorens,2018,2018,0,10
0.01,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,2
0.01,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,2
0.1875,Group 1,11,Eucalyptus largiflorens,2018,2018,0,8
0.12,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,6
0.12,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,6
0.6,Group 1,11,Eucalyptus largiflorens,2018,2018,0,10
0.003,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,2
0.003,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,2
0,Group 1,11,Eucalyptus largiflorens,2018,2018,0,0
0.1,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,6
0.1,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,6
0.5625,Group 1,11,Eucalyptus largiflorens,2018,2018,0,10
0.05,Group 1,11,Eucalyptus largiflorens,2015,2018,-3,5
0.05,Group 1,11,Eucalyptus largiflorens,2016,2018,-2,5
0.64,Group 1,11,Eucalyptus largiflorens,2018,2018,0,10
0.28,Group 3,9,Acacia stenophylla,2015,2018,-3,8
0.28,Group 3,9,Acacia stenophylla,2016,2018,-2,8
0.39,Group 3,9,Acacia stenophylla,2018,2018,0,9
0.35,Group 3,9,Acacia stenophylla,2015,2018,-3,9
0.35,Group 3,9,Acacia stenophylla,2016,2018,-2,9
0.495,Group 3,9,Acacia stenophylla,2018,2018,0,10
0.2,Group 3,9,Acacia stenophylla,2015,2018,-3,7
0.2,Group 3,9,Acacia stenophylla,2016,2018,-2,7
0.4675,Group 3,9,Acacia stenophylla,2018,2018,0,10
0,Group 3,9,Acacia stenophylla,2018,2018,0,0
0,Group 3,9,Acacia stenophylla,2018,2018,0,0
0.21,Group 3,9,Acacia stenophylla,2015,2018,-3,8
0.21,Group 3,9,Acacia stenophylla,2016,2018,-2,8
0.475,Group 3,9,Acacia stenophylla,2018,2018,0,11
0.09,Group 3,9,Acacia stenophylla,2015,2018,-3,6
0.09,Group 3,9,Acacia stenophylla,2016,2018,-2,6
0.5525,Group 3,9,Acacia stenophylla,2018,2018,0,11
0.28,Group 3,9,Acacia stenophylla,2015,2018,-3,8
0.28,Group 3,9,Acacia stenophylla,2016,2018,-2,8
0.51,Group 3,9,Acacia stenophylla,2018,2018,0,10
0.082,Group 3,9,Acacia stenophylla,2015,2018,-3,6
0.082,Group 3,9,Acacia stenophylla,2016,2018,-2,6
0.52,Group 3,9,Acacia stenophylla,2018,2018,0,10
0.045,Group 3,9,Acacia stenophylla,2015,2018,-3,5
0.045,Group 3,9,Acacia stenophylla,2016,2018,-2,5
0.4875,Group 3,9,Acacia stenophylla,2018,2018,0,10
0.49,Group 3,9,Acacia stenophylla,2015,2018,-3,10
0.49,Group 3,9,Acacia stenophylla,2016,2018,-2,10
0.595,Group 3,9,Acacia stenophylla,2018,2018,0,11
0.01,Group 3,9,Acacia stenophylla,2015,2018,-3,2
0.01,Group 3,9,Acacia stenophylla,2016,2018,-2,2
0,Group 3,9,Acacia stenophylla,2018,2018,0,0
0,Group 3,9,Acacia stenophylla,2018,2018,0,0
0.02,Group 3,9,Acacia stenophylla,2015,2018,-3,3
0.02,Group 3,9,Acacia stenophylla,2016,2018,-2,3
0.33,Group 3,9,Acacia stenophylla,2018,2018,0,8
0.14,Group 3,9,Acacia stenophylla,2015,2018,-3,7
0.14,Group 3,9,Acacia stenophylla,2016,2018,-2,7
0.39,Group 3,9,Acacia stenophylla,2018,2018,0,9
0.08,Group 3,9,Acacia stenophylla,2015,2018,-3,5
0.08,Group 3,9,Acacia stenophylla,2016,2018,-2,5
0.52,Group 3,9,Acacia stenophylla,2018,2018,0,10
0.1681,Group 3,9,Acacia stenophylla,2015,2018,-3,8
0.1681,Group 3,9,Acacia stenophylla,2016,2018,-2,8
0.63,Group 3,9,Acacia stenophylla,2018,2018,0,11
0,Group 3,9,Acacia stenophylla,2018,2018,0,0
0.06,Group 3,9,Acacia stenophylla,2015,2018,-3,5
0.06,Group 3,9,Acacia stenophylla,2016,2018,-2,5
0.525,Group 3,9,Acacia stenophylla,2018,2018,0,10
0.21,Group 3,9,Acacia stenophylla,2015,2018,-3,8
0.21,Group 3,9,Acacia stenophylla,2016,2018,-2,8
