mTCI,HydroGp,Transect,Species,Year,medYear,time,TCI
0.28,Group 1,22,BB,2015,2016.5,-1.5,8
0.28,Group 1,22,BB,2016,2016.5,-0.5,8
0.6,Group 1,22,BB,2018,2016.5,1.5,10
0.6825,Group 1,22,BB,2015,2016.5,-1.5,12
0.6825,Group 1,22,BB,2016,2016.5,-0.5,12
0.76,Group 1,22,BB,2018,2016.5,1.5,12
0.6825,Group 1,22,BB,2015,2016.5,-1.5,12
0.6825,Group 1,22,BB,2016,2016.5,-0.5,12
0.76,Group 1,22,BB,2018,2016.5,1.5,12
0.36,Group 1,22,BB,2015,2016.5,-1.5,8
0.36,Group 1,22,BB,2016,2016.5,-0.5,8
0.64,Group 1,22,BB,2018,2016.5,1.5,10
0.24,Group 1,22,BB,2015,2016.5,-1.5,7
0.486,Group 1,5,BB,2015,2016.5,-1.5,10
0.225,Group 1,5,BB,2015,2016.5,-1.5,8
0.225,Group 1,5,BB,2016,2016.5,-0.5,8
0.72,Group 1,5,BB,2018,2016.5,1.5,11
0.243,Group 1,5,BB,2015,2016.5,-1.5,9
0.243,Group 1,5,BB,2016,2016.5,-0.5,9
0.765,Group 1,5,BB,2018,2016.5,1.5,12
0.45,Group 1,5,BB,2015,2016.5,-1.5,9
0.45,Group 1,5,BB,2016,2016.5,-0.5,9
0.7225,Group 1,5,BB,2018,2016.5,1.5,12
0.486,Group 1,5,BB,2015,2016.5,-1.5,10
0.486,Group 1,5,BB,2016,2016.5,-0.5,10
0.72,Group 1,5,BB,2018,2016.5,1.5,11
0.42,Group 1,5,BB,2015,2016.5,-1.5,9
0.42,Group 1,5,BB,2016,2016.5,-0.5,9
0.68,Group 1,5,BB,2018,2016.5,1.5,11
0.42,Group 1,5,BB,2015,2016.5,-1.5,9
0.42,Group 1,5,BB,2016,2016.5,-0.5,9
0.7225,Group 1,5,BB,2018,2016.5,1.5,12
0.18,Group 1,5,BB,2015,2016.5,-1.5,7
0.18,Group 1,5,BB,2016,2016.5,-0.5,7
0.5625,Group 1,5,BB,2018,2016.5,1.5,10
0.405,Group 1,5,BB,2015,2016.5,-1.5,10
0.405,Group 1,5,BB,2016,2016.5,-0.5,10
0.525,Group 1,5,BB,2018,2016.5,1.5,10
0.21,Group 1,5,BB,2015,2016.5,-1.5,8
0.21,Group 1,5,BB,2016,2016.5,-0.5,8
0.6375,Group 1,5,BB,2018,2016.5,1.5,11
0.25,Group 1,5,BB,2015,2016.5,-1.5,8
0.25,Group 1,5,BB,2016,2016.5,-0.5,8
0.4125,Group 1,5,BB,2018,2016.5,1.5,9
0.18,Group 1,5,BB,2015,2016.5,-1.5,7
0.18,Group 1,5,BB,2016,2016.5,-0.5,7
0.64,Group 2,10,BB,2018,2016.5,1.5,10
0.28,Group 2,10,BB,2015,2016.5,-1.5,8
0.28,Group 2,10,BB,2016,2016.5,-0.5,8
0.6,Group 2,10,BB,2018,2016.5,1.5,10
0.12,Group 2,10,BB,2015,2016.5,-1.5,6
0.12,Group 2,10,BB,2016,2016.5,-0.5,6
0.56,Group 2,10,BB,2018,2016.5,1.5,10
0.24,Group 2,10,BB,2015,2016.5,-1.5,7
0.24,Group 2,10,BB,2016,2016.5,-0.5,7
0.6375,Group 2,10,BB,2018,2016.5,1.5,11
0.24,Group 2,10,BB,2015,2016.5,-1.5,7
0.24,Group 2,10,BB,2016,2016.5,-0.5,7
0.48,Group 2,10,BB,2018,2016.5,1.5,9
0.16,Group 2,10,BB,2015,2016.5,-1.5,6
0.16,Group 2,10,BB,2016,2016.5,-0.5,6
0.6375,Group 2,10,BB,2018,2016.5,1.5,11
0.04,Group 2,10,BB,2015,2016.5,-1.5,4
0.04,Group 2,10,BB,2016,2016.5,-0.5,4
0.3,Group 2,10,BB,2018,2016.5,1.5,8
0.3,Group 2,10,BB,2015,2016.5,-1.5,8
0.3,Group 2,10,BB,2016,2016.5,-0.5,8
0.6375,Group 2,10,BB,2018,2016.5,1.5,11
0.08,Group 2,10,BB,2015,2016.5,-1.5,5
0.08,Group 2,10,BB,2016,2016.5,-0.5,5
0.525,Group 2,10,BB,2018,2016.5,1.5,10
0.16,Group 2,10,BB,2015,2016.5,-1.5,6
0.16,Group 2,10,BB,2016,2016.5,-0.5,6
0.64,Group 2,10,BB,2018,2016.5,1.5,10
0.24,Group 2,10,BB,2015,2016.5,-1.5,7
0.24,Group 2,10,BB,2016,2016.5,-0.5,7
0.6375,Group 2,10,BB,2018,2016.5,1.5,11
0.1,Group 2,10,BB,2015,2016.5,-1.5,6
0.1,Group 2,10,BB,2016,2016.5,-0.5,6
0.6,Group 2,10,BB,2018,2016.5,1.5,10
0.33,Group 2,10,BB,2015,2016.5,-1.5,8
0.33,Group 2,10,BB,2016,2016.5,-0.5,8
0.6,Group 2,10,BB,2018,2016.5,1.5,10
0.33,Group 2,10,BB,2015,2016.5,-1.5,8
0.33,Group 2,10,BB,2016,2016.5,-0.5,8
0.68,Group 2,10,BB,2018,2016.5,1.5,11
0.22,Group 2,10,BB,2015,2016.5,-1.5,7
0.22,Group 2,10,BB,2016,2016.5,-0.5,7
0.6375,Group 2,10,BB,2018,2016.5,1.5,11
0.25,Group 2,10,BB,2015,2016.5,-1.5,8
0.25,Group 2,10,BB,2016,2016.5,-0.5,8
0.6,Group 2,10,BB,2018,2016.5,1.5,10
0.16,Group 2,10,BB,2015,2016.5,-1.5,6
0.16,Group 2,10,BB,2016,2016.5,-0.5,6
0.6,Group 2,10,BB,2018,2016.5,1.5,10
0.14,Group 5,20,RRG,2015,2016.5,-1.5,7
0.14,Group 5,20,RRG,2016,2016.5,-0.5,7
0.6,Group 5,20,RRG,2018,2016.5,1.5,10
0.14,Group 5,20,RRG,2015,2016.5,-1.5,7
0.14,Group 5,20,RRG,2016,2016.5,-0.5,7
0.6375,Group 5,20,RRG,2018,2016.5,1.5,11
0.375,Group 5,20,RRG,2015,2016.5,-1.5,9
0.375,Group 5,20,RRG,2016,2016.5,-0.5,9
0.6375,Group 5,20,RRG,2018,2016.5,1.5,11
0.21,Group 5,20,RRG,2015,2016.5,-1.5,8
0.21,Group 5,20,RRG,2016,2016.5,-0.5,8
0.68,Group 5,20,RRG,2018,2016.5,1.5,11
0.14,Group 5,20,RRG,2015,2016.5,-1.5,7
0.14,Group 5,20,RRG,2016,2016.5,-0.5,7
0.68,Group 5,20,RRG,2018,2016.5,1.5,11
0.486,Group 5,20,RRG,2015,2016.5,-1.5,10
0.486,Group 5,20,RRG,2016,2016.5,-0.5,10
0.7225,Group 5,20,RRG,2018,2016.5,1.5,12
0.324,Group 5,20,RRG,2015,2016.5,-1.5,9
0.324,Group 5,20,RRG,2016,2016.5,-0.5,9
0.72,Group 5,20,RRG,2018,2016.5,1.5,11
0.2,Group 5,20,RRG,2015,2016.5,-1.5,7
0.2,Group 5,20,RRG,2016,2016.5,-0.5,7
0.64,Group 5,20,RRG,2018,2016.5,1.5,10
0.28,Group 5,20,RRG,2015,2016.5,-1.5,8
0.28,Group 5,20,RRG,2016,2016.5,-0.5,8
0.6375,Group 5,20,RRG,2018,2016.5,1.5,11
0.14,Group 5,20,RRG,2015,2016.5,-1.5,7
0.14,Group 5,20,RRG,2016,2016.5,-0.5,7
0.6375,Group 5,20,RRG,2018,2016.5,1.5,11
0.02,Group 5,20,RRG,2015,2016.5,-1.5,3
0.02,Group 5,20,RRG,2016,2016.5,-0.5,3
0.375,Group 5,20,RRG,2018,2016.5,1.5,9
0.72,Group 5,20,RRG,2018,2016.5,1.5,11
0.14,Group 5,20,RRG,2015,2016.5,-1.5,7
0.14,Group 5,20,RRG,2016,2016.5,-0.5,7
0.162,Group 5,20,RRG,2015,2016.5,-1.5,8
0.162,Group 5,20,RRG,2016,2016.5,-0.5,8
0.72,Group 5,20,RRG,2018,2016.5,1.5,11
0.12,Group 5,20,RRG,2015,2016.5,-1.5,6
0.12,Group 5,20,RRG,2016,2016.5,-0.5,6
0.5625,Group 5,20,RRG,2018,2016.5,1.5,10
0.11,Group 5,20,RRG,2015,2016.5,-1.5,6
0.11,Group 5,20,RRG,2016,2016.5,-0.5,6
0.72,Group 5,20,RRG,2018,2016.5,1.5,11
0.1,Group 5,20,RRG,2015,2016.5,-1.5,6
0.1,Group 5,20,RRG,2016,2016.5,-0.5,6
0.6,Group 5,20,RRG,2018,2016.5,1.5,10
0.14,Group 5,20,RRG,2015,2016.5,-1.5,7
0.14,Group 5,20,RRG,2016,2016.5,-0.5,7
0.6375,Group 5,20,RRG,2018,2016.5,1.5,11
0.375,Group 5,20,RRG,2015,2016.5,-1.5,9
0.375,Group 5,20,RRG,2016,2016.5,-0.5,9
0.72,Group 5,20,RRG,2018,2016.5,1.5,11
0.164,Group 5,20,RRG,2015,2016.5,-1.5,7
0.164,Group 5,20,RRG,2016,2016.5,-0.5,7
0.45,Group 5,20,RRG,2018,2016.5,1.5,9
0.08,Group 5,20,RRG,2015,2016.5,-1.5,5
0.08,Group 5,20,RRG,2016,2016.5,-0.5,5
0.48,Group 5,20,RRG,2018,2016.5,1.5,9
0.01,Group 5,20,RRG,2015,2016.5,-1.5,2
0.01,Group 5,20,RRG,2016,2016.5,-0.5,2
0.6375,Group 5,20,RRG,2018,2016.5,1.5,11
0.16,Group 5,20,RRG,2015,2016.5,-1.5,6
0.16,Group 5,20,RRG,2016,2016.5,-0.5,6
0.1875,Group 5,20,RRG,2018,2016.5,1.5,8
0.3,Group 5,20,RRG,2015,2016.5,-1.5,8
0.3,Group 5,20,RRG,2016,2016.5,-0.5,8
0.68,Group 5,20,RRG,2018,2016.5,1.5,11
0.6561,Group 5,20,RRG,2015,2016.5,-1.5,12
0.6561,Group 5,20,RRG,2016,2016.5,-0.5,12
0.8075,Group 5,20,RRG,2018,2016.5,1.5,13
0.567,Group 5,20,RRG,2015,2016.5,-1.5,11
0.567,Group 5,20,RRG,2016,2016.5,-0.5,11
0.8075,Group 5,20,RRG,2018,2016.5,1.5,13
0.14,Group 5,20,RRG,2015,2016.5,-1.5,7
0.14,Group 5,20,RRG,2016,2016.5,-0.5,7
0.595,Group 5,20,RRG,2018,2016.5,1.5,11
0.12,Group 5,20,RRG,2015,2016.5,-1.5,6
0.12,Group 5,20,RRG,2016,2016.5,-0.5,6
0.72,Group 5,20,RRG,2018,2016.5,1.5,11
0.14,Group 5,20,RRG,2015,2016.5,-1.5,7
0.14,Group 5,20,RRG,2016,2016.5,-0.5,7
0.76,Group 5,20,RRG,2018,2016.5,1.5,12
0.243,Group 5,20,RRG,2015,2016.5,-1.5,9
0.243,Group 5,20,RRG,2016,2016.5,-0.5,9
0.81,Group 5,20,RRG,2018,2016.5,1.5,12
0.2,Group 5,20,RRG,2015,2016.5,-1.5,7
0.2,Group 5,20,RRG,2016,2016.5,-0.5,7
0.72,Group 5,20,RRG,2018,2016.5,1.5,11
0.45,Group 3,12,RRG,2015,2016.5,-1.5,9
0.45,Group 3,12,RRG,2016,2016.5,-0.5,9
0.6375,Group 3,12,RRG,2018,2016.5,1.5,11
0.49,Group 3,12,RRG,2015,2016.5,-1.5,10
0.49,Group 3,12,RRG,2016,2016.5,-0.5,10
0.6,Group 3,12,RRG,2018,2016.5,1.5,10
0.6561,Group 3,12,RRG,2015,2016.5,-1.5,12
0.6561,Group 3,12,RRG,2016,2016.5,-0.5,12
0.72,Group 3,12,RRG,2018,2016.5,1.5,11
0.12,Group 3,12,RRG,2015,2016.5,-1.5,6
0.12,Group 3,12,RRG,2016,2016.5,-0.5,6
0.595,Group 3,12,RRG,2018,2016.5,1.5,11
0.21,Group 3,12,RRG,2015,2016.5,-1.5,8
0.21,Group 3,12,RRG,2016,2016.5,-0.5,8
0.68,Group 3,12,RRG,2018,2016.5,1.5,11
0.6075,Group 3,12,RRG,2015,2016.5,-1.5,11
0.6075,Group 3,12,RRG,2016,2016.5,-0.5,11
0.68,Group 3,12,RRG,2018,2016.5,1.5,11
0.7371,Group 3,12,RRG,2015,2016.5,-1.5,13
0.7371,Group 3,12,RRG,2016,2016.5,-0.5,13
0.68,Group 3,12,RRG,2018,2016.5,1.5,11
0.486,Group 3,12,RRG,2015,2016.5,-1.5,10
0.486,Group 3,12,RRG,2016,2016.5,-0.5,10
0.6,Group 3,12,RRG,2018,2016.5,1.5,10
0.567,Group 3,12,RRG,2015,2016.5,-1.5,11
0.567,Group 3,12,RRG,2016,2016.5,-0.5,11
0.68,Group 3,12,RRG,2018,2016.5,1.5,11
0.2,Group 3,12,RRG,2015,2016.5,-1.5,7
0.2,Group 3,12,RRG,2016,2016.5,-0.5,7
0.49,Group 3,12,RRG,2018,2016.5,1.5,10
0.405,Group 3,12,RRG,2015,2016.5,-1.5,10
0.405,Group 3,12,RRG,2016,2016.5,-0.5,10
0.8075,Group 3,12,RRG,2018,2016.5,1.5,13
0.405,Group 3,12,RRG,2015,2016.5,-1.5,10
0.405,Group 3,12,RRG,2016,2016.5,-0.5,10
0.63,Group 3,12,RRG,2018,2016.5,1.5,11
0.45,Group 3,12,RRG,2015,2016.5,-1.5,9
0.45,Group 3,12,RRG,2016,2016.5,-0.5,9
0.72,Group 3,12,RRG,2018,2016.5,1.5,11
0.182,Group 3,12,RRG,2015,2016.5,-1.5,9
0.182,Group 3,12,RRG,2016,2016.5,-0.5,9
0.7125,Group 3,12,RRG,2018,2016.5,1.5,12
0.28,Group 3,12,RRG,2015,2016.5,-1.5,8
0.28,Group 3,12,RRG,2016,2016.5,-0.5,8
0.595,Group 3,12,RRG,2018,2016.5,1.5,11
0.16,Group 3,12,RRG,2015,2016.5,-1.5,6
0.16,Group 3,12,RRG,2016,2016.5,-0.5,6
0.49,Group 3,12,RRG,2018,2016.5,1.5,10
0.6075,Group 3,12,RRG,2015,2016.5,-1.5,11
0.6075,Group 3,12,RRG,2016,2016.5,-0.5,11
0.765,Group 3,12,RRG,2018,2016.5,1.5,12
0.525,Group 3,12,RRG,2015,2016.5,-1.5,10
0.525,Group 3,12,RRG,2016,2016.5,-0.5,10
0.765,Group 3,12,RRG,2018,2016.5,1.5,12
0.42,Group 3,12,RRG,2015,2016.5,-1.5,9
0.42,Group 3,12,RRG,2016,2016.5,-0.5,9
0.525,Group 3,12,RRG,2018,2016.5,1.5,10
0.567,Group 3,12,RRG,2015,2016.5,-1.5,11
0.567,Group 3,12,RRG,2016,2016.5,-0.5,11
0.56,Group 3,12,RRG,2018,2016.5,1.5,10
0.567,Group 3,12,RRG,2015,2016.5,-1.5,11
0.567,Group 3,12,RRG,2016,2016.5,-0.5,11
0.72,Group 3,12,RRG,2018,2016.5,1.5,11
0.35,Group 3,12,RRG,2015,2016.5,-1.5,9
0.35,Group 3,12,RRG,2016,2016.5,-0.5,9
0.595,Group 3,12,RRG,2018,2016.5,1.5,11
0.36,Group 3,12,RRG,2015,2016.5,-1.5,8
0.36,Group 3,12,RRG,2016,2016.5,-0.5,8
0.6,Group 3,12,RRG,2018,2016.5,1.5,10
0.6075,Group 3,12,RRG,2015,2016.5,-1.5,11
0.6075,Group 3,12,RRG,2016,2016.5,-0.5,11
0.64,Group 3,12,RRG,2018,2016.5,1.5,10
0.3,Group 3,12,RRG,2015,2016.5,-1.5,8
0.3,Group 3,12,RRG,2016,2016.5,-0.5,8
0.5625,Group 3,12,RRG,2018,2016.5,1.5,10
0.6,Group 3,12,RRG,2015,2016.5,-1.5,11
0.6,Group 3,12,RRG,2016,2016.5,-0.5,11
0.7125,Group 3,12,RRG,2018,2016.5,1.5,12
0.6,Group 3,12,RRG,2015,2016.5,-1.5,11
0.6,Group 3,12,RRG,2016,2016.5,-0.5,11
0.7125,Group 3,12,RRG,2018,2016.5,1.5,12
0.6,Group 3,12,RRG,2015,2016.5,-1.5,11
0.6,Group 3,12,RRG,2016,2016.5,-0.5,11
0.7125,Group 3,12,RRG,2018,2016.5,1.5,12
0.6,Group 3,12,RRG,2015,2016.5,-1.5,11
0.6,Group 3,12,RRG,2016,2016.5,-0.5,11
0.665,Group 3,12,RRG,2018,2016.5,1.5,12
0.6,Group 3,12,RRG,2015,2016.5,-1.5,11
0.6,Group 3,12,RRG,2016,2016.5,-0.5,11
0.7125,Group 3,12,RRG,2018,2016.5,1.5,12
0.04,Group 1,11,BB,2015,2016.5,-1.5,4
0.04,Group 1,11,BB,2016,2016.5,-0.5,4
0.28,Group 1,11,BB,2018,2016.5,1.5,8
0.1,Group 1,11,BB,2015,2016.5,-1.5,6
0.1,Group 1,11,BB,2016,2016.5,-0.5,6
0.6375,Group 1,11,BB,2018,2016.5,1.5,11
0.16,Group 1,11,BB,2015,2016.5,-1.5,6
0.16,Group 1,11,BB,2016,2016.5,-0.5,6
0.675,Group 1,11,BB,2018,2016.5,1.5,11
0.16,Group 1,11,BB,2015,2016.5,-1.5,6
0.16,Group 1,11,BB,2016,2016.5,-0.5,6
0.3,Group 1,11,BB,2018,2016.5,1.5,8
0.03,Group 1,11,BB,2015,2016.5,-1.5,4
0.03,Group 1,11,BB,2016,2016.5,-0.5,4
0.64,Group 1,11,BB,2018,2016.5,1.5,10
0.08,Group 1,11,BB,2015,2016.5,-1.5,5
0.08,Group 1,11,BB,2016,2016.5,-0.5,5
0.525,Group 1,11,BB,2018,2016.5,1.5,10
0.02,Group 1,11,BB,2015,2016.5,-1.5,3
0.02,Group 1,11,BB,2016,2016.5,-0.5,3
0.4875,Group 1,11,BB,2018,2016.5,1.5,10
0.18,Group 1,11,BB,2015,2016.5,-1.5,7
0.18,Group 1,11,BB,2016,2016.5,-0.5,7
0.68,Group 1,11,BB,2018,2016.5,1.5,11
0.06,Group 1,11,BB,2015,2016.5,-1.5,5
0.06,Group 1,11,BB,2016,2016.5,-0.5,5
0.68,Group 1,11,BB,2018,2016.5,1.5,11
0.76,Group 1,11,BB,2018,2016.5,1.5,12
0.486,Group 1,11,BB,2015,2016.5,-1.5,10
0.486,Group 1,11,BB,2016,2016.5,-0.5,10
0.03,Group 1,11,BB,2015,2016.5,-1.5,4
0.03,Group 1,11,BB,2016,2016.5,-0.5,4
0.375,Group 1,11,BB,2018,2016.5,1.5,9
0.02,Group 1,11,BB,2015,2016.5,-1.5,3
0.02,Group 1,11,BB,2016,2016.5,-0.5,3
0.2625,Group 1,11,BB,2018,2016.5,1.5,8
0.04,Group 1,11,BB,2015,2016.5,-1.5,4
0.04,Group 1,11,BB,2016,2016.5,-0.5,4
0.68,Group 1,11,BB,2018,2016.5,1.5,11
0.02,Group 1,11,BB,2015,2016.5,-1.5,3
0.02,Group 1,11,BB,2016,2016.5,-0.5,3
0.6,Group 1,11,BB,2018,2016.5,1.5,10
0.04,Group 1,11,BB,2015,2016.5,-1.5,4
0.04,Group 1,11,BB,2016,2016.5,-0.5,4
0.595,Group 1,11,BB,2018,2016.5,1.5,11
0.04,Group 1,11,BB,2015,2016.5,-1.5,4
0.04,Group 1,11,BB,2016,2016.5,-0.5,4
0.595,Group 1,11,BB,2018,2016.5,1.5,11
0.015,Group 1,11,BB,2015,2016.5,-1.5,3
0.015,Group 1,11,BB,2016,2016.5,-0.5,3
0.4875,Group 1,11,BB,2018,2016.5,1.5,10
0.546,Group 1,11,BB,2015,2016.5,-1.5,11
0.546,Group 1,11,BB,2016,2016.5,-0.5,11
0.32,Group 1,11,BB,2018,2016.5,1.5,8
0.2,Group 1,11,BB,2015,2016.5,-1.5,7
0.2,Group 1,11,BB,2016,2016.5,-0.5,7
0.76,Group 1,11,BB,2018,2016.5,1.5,12
0.21,Group 1,11,BB,2015,2016.5,-1.5,8
0.21,Group 1,11,BB,2016,2016.5,-0.5,8
0.5625,Group 1,11,BB,2018,2016.5,1.5,10
0.1,Group 1,11,BB,2016,2016.5,-0.5,6
0.68,Group 1,11,BB,2018,2016.5,1.5,11
0.1,Group 1,11,BB,2015,2016.5,-1.5,6
0.08,Group 1,11,BB,2015,2016.5,-1.5,5
0.08,Group 1,11,BB,2016,2016.5,-0.5,5
0.68,Group 1,11,BB,2018,2016.5,1.5,11
0.05,Group 1,11,BB,2015,2016.5,-1.5,5
0.05,Group 1,11,BB,2016,2016.5,-0.5,5
0.6,Group 1,11,BB,2018,2016.5,1.5,10
0.08,Group 1,11,BB,2015,2016.5,-1.5,5
0.08,Group 1,11,BB,2016,2016.5,-0.5,5
0.5625,Group 1,11,BB,2018,2016.5,1.5,10
0.14,Group 1,11,BB,2015,2016.5,-1.5,7
0.14,Group 1,11,BB,2016,2016.5,-0.5,7
0.6,Group 1,11,BB,2018,2016.5,1.5,10
0.01,Group 1,11,BB,2015,2016.5,-1.5,2
0.01,Group 1,11,BB,2016,2016.5,-0.5,2
0.1875,Group 1,11,BB,2018,2016.5,1.5,8
0.12,Group 1,11,BB,2015,2016.5,-1.5,6
0.12,Group 1,11,BB,2016,2016.5,-0.5,6
0.6,Group 1,11,BB,2018,2016.5,1.5,10
0.003,Group 1,11,BB,2015,2016.5,-1.5,2
0.003,Group 1,11,BB,2016,2016.5,-0.5,2
0.1,Group 1,11,BB,2015,2016.5,-1.5,6
0.1,Group 1,11,BB,2016,2016.5,-0.5,6
0.5625,Group 1,11,BB,2018,2016.5,1.5,10
0.05,Group 1,11,BB,2015,2016.5,-1.5,5
0.05,Group 1,11,BB,2016,2016.5,-0.5,5
0.64,Group 1,11,BB,2018,2016.5,1.5,10
0.28,Group 3,9,Cooba,2015,2016.5,-1.5,8
0.28,Group 3,9,Cooba,2016,2016.5,-0.5,8
0.39,Group 3,9,Cooba,2018,2016.5,1.5,9
0.35,Group 3,9,Cooba,2015,2016.5,-1.5,9
0.35,Group 3,9,Cooba,2016,2016.5,-0.5,9
0.495,Group 3,9,Cooba,2018,2016.5,1.5,10
0.2,Group 3,9,Cooba,2015,2016.5,-1.5,7
0.2,Group 3,9,Cooba,2016,2016.5,-0.5,7
0.4675,Group 3,9,Cooba,2018,2016.5,1.5,10
0.21,Group 3,9,Cooba,2015,2016.5,-1.5,8
0.21,Group 3,9,Cooba,2016,2016.5,-0.5,8
0.475,Group 3,9,Cooba,2018,2016.5,1.5,11
0.09,Group 3,9,Cooba,2015,2016.5,-1.5,6
0.09,Group 3,9,Cooba,2016,2016.5,-0.5,6
0.5525,Group 3,9,Cooba,2018,2016.5,1.5,11
0.28,Group 3,9,Cooba,2015,2016.5,-1.5,8
0.28,Group 3,9,Cooba,2016,2016.5,-0.5,8
0.51,Group 3,9,Cooba,2018,2016.5,1.5,10
0.082,Group 3,9,Cooba,2015,2016.5,-1.5,6
0.082,Group 3,9,Cooba,2016,2016.5,-0.5,6
0.52,Group 3,9,Cooba,2018,2016.5,1.5,10
0.045,Group 3,9,Cooba,2015,2016.5,-1.5,5
0.045,Group 3,9,Cooba,2016,2016.5,-0.5,5
0.4875,Group 3,9,Cooba,2018,2016.5,1.5,10
0.49,Group 3,9,Cooba,2015,2016.5,-1.5,10
0.49,Group 3,9,Cooba,2016,2016.5,-0.5,10
0.595,Group 3,9,Cooba,2018,2016.5,1.5,11
0.01,Group 3,9,Cooba,2015,2016.5,-1.5,2
0.01,Group 3,9,Cooba,2016,2016.5,-0.5,2
0.02,Group 3,9,Cooba,2015,2016.5,-1.5,3
0.02,Group 3,9,Cooba,2016,2016.5,-0.5,3
0.33,Group 3,9,Cooba,2018,2016.5,1.5,8
0.14,Group 3,9,Cooba,2015,2016.5,-1.5,7
0.14,Group 3,9,Cooba,2016,2016.5,-0.5,7
0.39,Group 3,9,Cooba,2018,2016.5,1.5,9
0.08,Group 3,9,Cooba,2015,2016.5,-1.5,5
0.08,Group 3,9,Cooba,2016,2016.5,-0.5,5
0.52,Group 3,9,Cooba,2018,2016.5,1.5,10
0.1681,Group 3,9,Cooba,2015,2016.5,-1.5,8
0.1681,Group 3,9,Cooba,2016,2016.5,-0.5,8
0.63,Group 3,9,Cooba,2018,2016.5,1.5,11
0.06,Group 3,9,Cooba,2015,2016.5,-1.5,5
0.06,Group 3,9,Cooba,2016,2016.5,-0.5,5
0.525,Group 3,9,Cooba,2018,2016.5,1.5,10
0.21,Group 3,9,Cooba,2015,2016.5,-1.5,8
0.21,Group 3,9,Cooba,2016,2016.5,-0.5,8
0.54,Group 3,9,Cooba,2018,2016.5,1.5,10
0.03,Group 3,9,Cooba,2015,2016.5,-1.5,4
0.03,Group 3,9,Cooba,2016,2016.5,-0.5,4
0.45,Group 3,9,Cooba,2018,2016.5,1.5,9
0.1681,Group 3,9,Cooba,2015,2016.5,-1.5,8
0.1681,Group 3,9,Cooba,2016,2016.5,-0.5,8
0.4,Group 3,9,Cooba,2018,2016.5,1.5,9
0.12,Group 3,9,Cooba,2016,2016.5,-0.5,6
0.56,Group 3,9,Cooba,2018,2016.5,1.5,10
0.12,Group 3,9,Cooba,2015,2016.5,-1.5,6
0.14,Group 3,9,Cooba,2015,2016.5,-1.5,7
0.14,Group 3,9,Cooba,2016,2016.5,-0.5,7
0.4275,Group 3,9,Cooba,2018,2016.5,1.5,11
0.164,Group 3,9,Cooba,2015,2016.5,-1.5,7
0.164,Group 3,9,Cooba,2016,2016.5,-0.5,7
0.595,Group 3,9,Cooba,2018,2016.5,1.5,11
0.567,Group 3,9,Cooba,2015,2016.5,-1.5,11
0.567,Group 3,9,Cooba,2016,2016.5,-0.5,11
0.4675,Group 3,9,Cooba,2018,2016.5,1.5,10
0.04,Group 3,9,Cooba,2015,2016.5,-1.5,4
0.04,Group 3,9,Cooba,2016,2016.5,-0.5,4
0.325,Group 3,9,Cooba,2018,2016.5,1.5,9
0.02,Group 3,9,Cooba,2015,2016.5,-1.5,3
0.02,Group 3,9,Cooba,2016,2016.5,-0.5,3
0.225,Group 3,9,Cooba,2018,2016.5,1.5,8
0.375,Group 3,9,Cooba,2015,2016.5,-1.5,9
0.375,Group 3,9,Cooba,2016,2016.5,-0.5,9
0.585,Group 3,9,Cooba,2018,2016.5,1.5,11
0.03,Group 3,9,Cooba,2015,2016.5,-1.5,4
0.03,Group 3,9,Cooba,2016,2016.5,-0.5,4
0.12,Group 3,9,Cooba,2018,2016.5,1.5,6
0.35,Group 3,8,BB,2016,2016.5,-0.5,9
0.6375,Group 3,8,BB,2018,2016.5,1.5,11
0.35,Group 3,8,BB,2015,2016.5,-1.5,9
0.42,Group 3,8,BB,2015,2016.5,-1.5,9
0.42,Group 3,8,BB,2016,2016.5,-0.5,9
0.6375,Group 3,8,BB,2018,2016.5,1.5,11
0.36,Group 3,8,BB,2015,2016.5,-1.5,8
0.36,Group 3,8,BB,2016,2016.5,-0.5,8
0.595,Group 3,8,BB,2018,2016.5,1.5,11
0.525,Group 3,8,BB,2015,2016.5,-1.5,10
0.525,Group 3,8,BB,2016,2016.5,-0.5,10
0.64,Group 3,8,BB,2018,2016.5,1.5,10
0.28,Group 3,8,BB,2015,2016.5,-1.5,8
0.28,Group 3,8,BB,2016,2016.5,-0.5,8
0.56,Group 3,8,BB,2018,2016.5,1.5,10
0.16,Group 3,8,BB,2015,2016.5,-1.5,6
0.16,Group 3,8,BB,2016,2016.5,-0.5,6
0.325,Group 3,8,BB,2018,2016.5,1.5,9
0.35,Group 3,8,BB,2015,2016.5,-1.5,9
0.35,Group 3,8,BB,2016,2016.5,-0.5,9
0.5525,Group 3,8,BB,2018,2016.5,1.5,11
0.14,Group 3,8,BB,2015,2016.5,-1.5,6
0.14,Group 3,8,BB,2016,2016.5,-0.5,6
0.455,Group 3,8,BB,2018,2016.5,1.5,10
0.525,Group 3,8,BB,2015,2016.5,-1.5,10
0.525,Group 3,8,BB,2016,2016.5,-0.5,10
0.6375,Group 3,8,BB,2018,2016.5,1.5,11
0.36,Group 3,8,BB,2015,2016.5,-1.5,8
0.36,Group 3,8,BB,2016,2016.5,-0.5,8
0.56,Group 3,8,BB,2018,2016.5,1.5,10
0.486,Group 3,8,BB,2015,2016.5,-1.5,10
0.486,Group 3,8,BB,2016,2016.5,-0.5,10
